FoodGroup;ProductGroep;Name;Naam;Code
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken rolled raw;Kiprollade rauw;1642
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken with skin prepared;Kip m vel bereid;1633
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken with skin raw;Kip m vel rauw;108
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken without skin grilled;Kip/bout z vel gegrild;1317
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken without skin prepared;Kip z vel bereid;1635
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Chicken without skin raw;Kip z vel rauw;1305
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Corned beef;Cornedbeef;319
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Duck whole raw;Eend rauw;106
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Forcemeat balls for soup canned;Soepballetjes blik;908
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Gammon boiled deboned;Ham been-;1777
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Goat meat raw average;Geitenvlees rauw gem;1900
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Ham lean boiled;Ham achter-;784
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Ham lean grilled;Ham achter- gegrild;1776
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Ham shoulder medium fat boiled;Ham schouder-;785
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Ham smoked raw;Ham rauwe;328
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Hamburger prepared;Hamburger bereid;1569
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Hamburger raw;Hamburger rauw;1435
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Hare whole raw;Haas rauw;107
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Horsemeat raw;Paardenvlees rauw;95
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Kidney lamb raw;Nier lams- rauw;1903
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Kidney ox raw;Nier runder- rauw;1902
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Kidney pork raw;Nier varkens- rauw;1901
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Kromesky meat filled prepared;Vink sla- bereid;1565
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Kromesky meat filled raw;Vink sla- rauw;1431
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb <10 g fat raw av;Lamsvlees <10 g vet gem rauw;2057
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb >10 g fat raw average;Lamsvlees >10 g vet rauw gem;1675
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb chop prepared;Lamskarbonade bereid;1577
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb chop raw;Lamskarbonade rauw;1445
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb leg prepared;Lamsbout bereid;1575
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb leg raw;Lamsbout rauw;1443
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb saddle prepared;Lamszadel bereid;1578
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb saddle raw;Lamszadel rauw;1446
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb shoulder prepared;Lamsschouder bereid;1579
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Lamb shoulder raw;Lamsschouder rauw;1447
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver calf's prepared;Lever kalfs- bereid;1573
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver calf's raw;Lever kalfs- rauw;1439
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver chicken raw;Lever kippen- rauw;475
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver ox boiled;Lever runder- gekookt (vleeswaar);333
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver ox prepared;Lever runder- bereid;1542
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver ox raw;Lever runder- rauw;1407
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pate;Pastei lever-;335
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pate sausage;Worst smeerlever-;1239
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pate/Berliner liver sausage;Leverkaas/berliner;1771
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pork boiled;Lever varkens- gekookt (vleeswaar);334
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pork prepared;Lever varkens- bereid;1560
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver pork raw;Lever varkens- rauw;1426
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver sausage;Worst lever-;640
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Liver sausage coarse hausmacher;Worst lever- hausmacher;1238
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Luncheon meat tinned;Luncheon meat blik;336
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Meat average raw <5% fat excl liver;Vlees <5 g vet excl lever rauw gem;1676
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Meat average raw >5% fat excl liver;Vlees >5 g vet excl lever rauw gem;1677
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef ball prepared w egg/crumbs;Gehaktbal runder- m ei bereid;1390
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef ball prepared without egg;Gehaktbal runder- z ei bereid;1601
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef kofte Turkish prepared;Gehakt runder- kofte Turks bereid;1375
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef lean raw;Gehakt mager runder- rauw;3034
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef lean shallow fried;Gehakt mager runder- rul gebakken;3035
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef raw;Gehakt runder- rauw;1405
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef shallow fried;Gehakt runder- rul gebakken;1540
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef/pork ball prep w egg/crumbs;Gehaktbal hoh bereid;1568
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef/pork raw;Gehakt hoh rauw;1434
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced beef/pork shallow fried;Gehakt hoh rul gebakken;1326
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced lamb prepared;Gehakt lams- bereid;1576
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced lamb raw;Gehakt lams-/schapen- rauw;1444
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced meat loaf fried;Gehakt gebraden (vleeswaar);1155
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced mutton prepared Kofte Turkish;Gehakt schapen- kofte Turks bereid;1376
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced pork prepared;Gehakt varkens- bereid;1555
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced pork raw;Gehakt varkens- rauw;1421
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced veal raw;Gehakt kalfs- rauw;3017
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Minced veal shallow fried;Gehakt kalfs- rul gebakken;3029
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Mutton <10g fat raw av;Schapenvlees <10 g vet gem rauw;2058
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Mutton >10g fat raw av;Schapenvlees >10 g vet rauw gem;99
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Ostrich, raw;Struisvogelvlees rauw;2089
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Partridge raw;Patrijs rauw;337
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pate;Pate;642
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pheasant whole raw;Fazant rauw;320
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork <10% fat prepared;Varkensvlees <10 g vet bereid gem;1670
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork <5% fat raw;Varkensvlees <5 g vet rauw gem;1667
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork >15% fat raw;Varkensvlees >15 g vet rauw gem;1669
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork >19% fat prepared;Varkensvlees >19 g vet bereid gem;1672
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork 10-19% fat prepared;Varkensvlees 10-19 g vet bereid gem;1671
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork 5-14% fat raw;Varkensvlees 5-14 g vet rauw gem;1668
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork chop prepared;Varkenshamlappen bereid;1554
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork chop raw;Varkenshamlappen rauw;1420
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork fillet prepared;Varkensfiletlappen bereid;1552
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork fillet raw;Varkensfiletlappen rauw;1418
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork fricandeau fried;Varkensfricandeau gebraden (vleeswaar);1772
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork fricandeau part of leg prepared;Varkensfricandeau bereid;1553
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork fricandeau part of leg raw;Varkensfricandeau rauw;1419
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork gammon steak prepared;Varkenshamschijf bereid;1557
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork gammon steak raw;Varkenshamschijf rauw;1423
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork loin chop prepared;Varkenshaaskarbonade bereid;1558
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork loin chop raw;Varkenshaaskarbonade rauw;1424
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork rib chop prepared;Varkensribkarbonade bereid;1647
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork rib chop raw;Varkensribkarbonade rauw;1788
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork schnitzel breaded raw;Varkensschnitzel gepaneerd rauw;2340
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork schnitzel not breaded prepared;Varkensschnitzel ongepaneerd bereid;1789
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork schnitzel not breaded raw;Varkensschnitzel ongepaneerd rauw;1790
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoarma seasoning prepared;Shoarmavlees varkens- bereid;2906
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoarma seasoning raw;Shoarmavlees varkens- rauw;3027
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoulder chop prepared;Varkensschouderkarbonade bereid;1559
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoulder chop raw;Varkensschouderkarbonade rauw;1425
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoulder prepared;Varkensschouderlappen bereid;1564
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork shoulder raw;Varkensschouderlappen rauw;1430
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork side cured and smoked;Casselerrib gerookt/gekookt;643
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork spare rib prepared;Varkenskrabbetjes bereid;1561
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork spare rib raw;Varkenskrabbetjes rauw;1427
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork sparerib prepared;Spareribs varkens- bereid;2908
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork sparerib raw;Spareribs varkens- rauw;3031
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork steak/chop prepared;Varkenslappen bereid;1646
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork stewing meat prepared;Varkenspoelet bereid;2909
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork stewing meat raw;Varkenspoelet rauw;3024
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork stir fry meat prepared;Varkensnasivlees bereid;1562
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork stir fry meat raw;Varkensnasivlees rauw;1428
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork tenderloin medaillon prepared;Varkensoester bereid;1563
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork tenderloin medaillon raw;Varkensoester rauw;1429
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork tenderloin prepared;Varkenshaas bereid;1556
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Pork tenderloin raw;Varkenshaas rauw;1422
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod <10 g fat excl liver;Vleeswaren <10 g vet excl leverprod gem;1908
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod >30 g fat excl liver;Vleeswaren >30 g vet excl leverprod gem;1911
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod 20-30 g fat ex liver;Vleeswaren 20-30 g vet excl leverprod gem;1910
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod excl liver average;Vleeswaren excl leverproducten gem;1907
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod l sodium 10-20 g fat;Vleeswaren Na- 10-20 g vet excl leverprod;1659
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod l sodium 20-30 g fat;Vleeswaren Na- 20-30 g vet;1660
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod low sodium <10 g fat;Vleeswaren Na- <10 g vet excl leverprod;1658
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat prod low sodium average;Vleeswaren Na- gem;1661
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat products <10 g fat;Vleeswaren <10 g vet gem;1211
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat products >30 g fat;Vleeswaren >30 g vet gem;1151
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat products 10-20 g fat;Vleeswaren 10-20 g vet gem;1172
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat products 20-30 g fat;Vleeswaren 20-30 g vet gem;1171
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Processed meat products average;Vleeswaren gem;344
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Rabbit domesticated raw;Konijn tam rauw;109
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Rabbit wild raw;Konijn wild rauw;110
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Salami;Worst salami;1152
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Salami sausage savelo;Worst cervelaat-;638
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Salami sausage saveloy lean;Worst cervelaat- magere;2304
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sandwich meat chicken;Kipfilet (vleeswaar);2654
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sandwich meat turke;Kalkoenfilet (vleeswaar);3001
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage beef Braadworst prepared;Runderbraadworst bereid;2901
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage beef Braadworst raw;Runderbraadworst rauw;3030
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage beef frankfurter type tinned;Worst knak- runder blik/glas;3003
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage Chorizo;Worst Chorizo;2996
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage cooked;Worst gekookte;1162
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage cooked lean;Worst gekookte magere;2303
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage dry salam Turkish;Worst droge salam Turks;1368
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage dry sucuk Turkish;Worst droge sucuk Turks;1367
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage excl liver average;Worst excl leverproducten gem;1909
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage frankfurter lean tinned;Worst knak- magere blik/glas;2302
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage frankfurter tinned;Worst knak- blik/glas;566
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage grill;Worst grill-;2997
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage grill w cheese;Worst grill- met kaas;2836
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage incl liver products average;Worst incl leverproducten gem;796
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage luncheon meat;Worst boterham-;567
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage luncheon meat lean;Worst boterham- magere;2306
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage pork Braadworst prepared;Varkensbraadworst bereid;1551
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage pork Braadworst raw;Varkensbraadworst rauw;1417
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage raw beef;Worst ossen-;2768
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage smoked beef cooked;Worst rook- runder gekookt;2301
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage smoked cooked average;Worst rook- gekookt gem;324
Meat, meat products and poultry;Vlees, vleeswaren en gevogelte;Sausage smoked industrial cooked;Worst rook- industrieel gekookt;2766
